transaction_id,customer_id,transaction_date,amount,status,payment_method,region,plan
T00486,C015,2024-06-22,99,success,bank,UK,Basic
T00487,C074,2024-03-27,120,success,upi,Germany,Basic
T00488,C031,2024-04-06,150,success,bank,Singapore,Basic
T00489,C069,2024-02-05,150,success,card,UK,Basic
T00490,C095,2024-04-14,300,success,upi,US,Pro
T00491,C072,2024-05-03,250,success,upi,UK,Pro
T00492,C067,2024-05-16,99,success,upi,Singapore,Basic
T00493,C046,2024-06-18,150,success,upi,India,Basic
T00494,C090,2024-01-30,350,success,card,UK,Pro
T00495,C069,2024-01-23,1200,failed,card,US,Enterprise
T00496,C036,2024-04-15,1200,success,upi,Singapore,Enterprise
T00497,C060,2024-05-30,250,success,upi,Singapore,Pro
T00498,C030,2024-05-23,120,success,card,Germany,Basic
T00499,C011,2024-05-06,99,success,upi,Germany,Basic
T00500,C091,2024-03-01,99,success,upi,India,Basic
T00501,C097,2024-03-06,300,success,card,UK,Pro
T00502,C088,2024-04-26,1200,success,bank,Singapore,Enterprise
T00503,C089,2024-05-09,250,success,upi,India,Pro
T00504,C096,2024-04-27,900,success,card,US,Enterprise
T00505,C014,2024-03-29,120,success,upi,UK,Basic
T00506,C003,2024-04-26,350,success,bank,India,Pro
T00507,C084,2024-04-20,99,success,bank,Germany,Basic
T00508,C042,2024-01-17,250,success,upi,Germany,Pro
T00509,C065,2024-05-21,700,success,card,India,Enterprise
T00510,C006,2024-03-02,250,success,card,India,Pro
T00511,C013,2024-01-28,300,success,upi,India,Pro
T00512,C074,2024-02-04,700,success,upi,UK,Enterprise
T00513,C099,2024-04-28,250,success,bank,Germany,Pro
T00514,C065,2024-01-29,1200,success,card,Germany,Enterprise
T00515,C033,2024-02-13,1200,success,bank,UK,Enterprise
T00516,C054,2024-06-04,1200,success,bank,Singapore,Enterprise
T00517,C039,2024-03-03,300,success,upi,US,Pro
T00518,C073,2024-05-27,350,success,card,US,Pro
T00519,C011,2024-01-31,350,success,card,UK,Pro
T00520,C034,2024-02-14,700,success,card,UK,Enterprise
T00521,C006,2024-03-02,120,success,card,Singapore,Basic
T00522,C021,2024-06-19,99,success,bank,India,Basic
T00523,C063,2024-03-20,120,success,bank,Singapore,Basic
T00524,C032,2024-05-23,350,failed,card,India,Pro
T00525,C037,2024-02-05,700,success,bank,US,Enterprise
T00526,C057,2024-05-19,1200,success,bank,US,Enterprise
T00527,C043,2024-03-10,1200,success,bank,Germany,Enterprise
T00528,C052,2024-01-11,700,success,card,Germany,Enterprise
T00529,C079,2024-06-06,1200,success,card,Singapore,Enterprise
T00530,C019,2024-02-23,300,success,upi,US,Pro
T00531,C040,2024-06-11,900,failed,bank,UK,Enterprise
T00532,C022,2024-02-28,900,failed,upi,UK,Enterprise
T00533,C031,2024-06-29,350,success,card,India,Pro
T00534,C055,2024-06-10,900,failed,upi,UK,Enterprise
T00535,C065,2024-02-16,150,success,card,Germany,Basic
T00536,C032,2024-03-28,250,success,upi,Singapore,Pro
T00537,C030,2024-03-30,700,success,upi,Singapore,Enterprise
T00538,C090,2024-03-25,1200,success,card,US,Enterprise
T00539,C007,2024-06-21,700,success,bank,US,Enterprise
T00540,C046,2024-06-13,1200,success,upi,Singapore,Enterprise
T00541,C092,2024-03-10,99,success,card,UK,Basic
T00542,C055,2024-01-23,700,success,upi,Singapore,Enterprise
T00543,C039,2024-01-26,99,success,card,US,Basic
T00544,C062,2024-02-22,900,success,bank,India,Enterprise
T00545,C033,2024-01-30,120,success,bank,US,Basic
T00546,C020,2024-06-13,700,success,upi,India,Enterprise
T00547,C025,2024-02-07,1200,success,card,Singapore,Enterprise
T00548,C037,2024-01-14,900,success,card,UK,Enterprise
T00549,C097,2024-04-06,120,success,bank,US,Basic
T00550,C048,2024-04-03,99,success,card,UK,Basic
T00551,C036,2024-06-04,1200,failed,card,India,Enterprise
T00552,C027,2024-01-23,150,success,bank,Germany,Basic
T00553,C083,2024-06-19,700,success,bank,UK,Enterprise
T00554,C076,2024-05-22,250,failed,upi,Singapore,Pro
T00555,C073,2024-05-26,250,success,bank,Germany,Pro
T00556,C084,2024-02-07,120,failed,upi,Germany,Basic
T00557,C046,2024-01-17,120,success,bank,Singapore,Basic
T00558,C007,2024-06-26,900,success,upi,UK,Enterprise
T00559,C061,2024-03-26,700,success,upi,Singapore,Enterprise
T00560,C041,2024-06-06,900,failed,upi,Singapore,Enterprise
T00561,C076,2024-06-08,120,success,upi,Germany,Basic
T00562,C050,2024-05-22,350,success,card,India,Pro
T00563,C082,2024-06-26,300,success,upi,UK,Pro
T00564,C087,2024-03-09,99,success,upi,Germany,Basic
T00565,C070,2024-05-01,99,success,upi,Germany,Basic
T00566,C028,2024-06-02,150,success,bank,UK,Basic
T00567,C076,2024-05-18,150,success,bank,Germany,Basic
T00568,C011,2024-04-07,300,success,upi,Singapore,Pro
T00569,C085,2024-01-31,300,success,bank,India,Pro
T00570,C084,2024-04-18,350,success,bank,India,Pro
T00571,C094,2024-06-02,1200,success,bank,Germany,Enterprise
T00572,C095,2024-04-10,99,success,card,India,Basic
T00573,C025,2024-05-06,1200,success,bank,Germany,Enterprise
T00574,C085,2024-04-20,1200,success,bank,India,Enterprise
T00575,C010,2024-03-21,300,success,card,US,Pro
T00576,C059,2024-02-11,150,success,card,US,Basic
T00577,C022,2024-06-19,99,success,card,UK,Basic
T00578,C029,2024-04-19,120,success,upi,India,Basic
T00579,C053,2024-04-21,120,success,bank,India,Basic
T00580,C045,2024-01-02,250,failed,bank,US,Pro
T00581,C027,2024-04-27,700,success,upi,Singapore,Enterprise
T00582,C053,2024-04-13,99,success,upi,Germany,Basic
T00583,C071,2024-05-15,300,success,bank,US,Pro
T00584,C035,2024-02-10,150,success,bank,Singapore,Basic
T00585,C045,2024-06-07,700,success,bank,US,Enterprise
T00586,C042,2024-05-19,250,failed,bank,India,Pro
T00587,C030,2024-06-15,150,success,card,Germany,Basic
T00588,C020,2024-05-13,250,success,card,Germany,Pro
T00589,C092,2024-02-14,1200,success,card,India,Enterprise
T00590,C048,2024-02-09,900,success,card,Singapore,Enterprise
T00591,C049,2024-01-12,700,success,bank,UK,Enterprise
T00592,C035,2024-05-10,350,success,card,Germany,Pro
T00593,C001,2024-01-09,350,success,upi,Germany,Pro
T00594,C001,2024-05-27,1200,success,bank,Singapore,Enterprise
T00595,C046,2024-05-27,150,success,card,Germany,Basic
T00596,C023,2024-02-17,900,success,upi,Singapore,Enterprise
T00597,C031,2024-02-26,300,success,card,UK,Pro
T00598,C065,2024-04-20,300,success,card,Germany,Pro
T00599,C099,2024-05-03,350,success,card,Singapore,Pro
T00600,C056,2024-01-03,900,success,card,Singapore,Enterprise
T00601,C027,2024-06-19,120,success,upi,India,Basic
T00602,C009,2024-04-14,900,success,bank,Germany,Enterprise
T00603,C060,2024-02-11,120,success,upi,US,Basic
T00604,C075,2024-05-14,120,success,upi,India,Basic
T00605,C098,2024-01-06,700,success,upi,UK,Enterprise
T00606,C037,2024-06-09,99,success,upi,Germany,Basic
T00607,C005,2024-05-25,250,success,card,India,Pro
T00608,C047,2024-01-07,900,success,card,Germany,Enterprise
T00609,C069,2024-06-27,700,success,bank,Singapore,Enterprise
T00610,C040,2024-04-16,900,success,card,Germany,Enterprise
T00611,C069,2024-02-29,120,success,card,UK,Basic
T00612,C079,2024-01-07,99,success,bank,Singapore,Basic
T00613,C069,2024-03-22,99,success,bank,Singapore,Basic
T00614,C019,2024-06-04,900,success,bank,India,Enterprise
T00615,C001,2024-02-26,1200,success,upi,Singapore,Enterprise
T00616,C003,2024-03-02,900,success,card,India,Enterprise
T00617,C092,2024-06-26,150,success,bank,Singapore,Basic
T00618,C016,2024-03-14,300,success,bank,Germany,Pro
T00619,C022,2024-05-18,1200,success,bank,Singapore,Enterprise
T00620,C004,2024-03-06,1200,failed,bank,US,Enterprise
T00621,C009,2024-05-11,700,success,upi,India,Enterprise
T00622,C058,2024-03-06,350,success,bank,US,Pro
T00623,C009,2024-06-04,99,success,card,US,Basic
T00624,C052,2024-04-28,250,success,upi,US,Pro
T00625,C059,2024-04-01,700,success,upi,Singapore,Enterprise
T00626,C003,2024-01-06,150,success,upi,Germany,Basic
T00627,C045,2024-01-03,700,success,card,Singapore,Enterprise
T00628,C023,2024-03-11,250,success,upi,India,Pro
T00629,C027,2024-01-19,700,success,card,US,Enterprise
T00630,C052,2024-05-18,1200,success,upi,US,Enterprise
T00631,C008,2024-05-08,150,success,upi,India,Basic
T00632,C081,2024-01-10,700,success,bank,Singapore,Enterprise
T00633,C071,2024-03-16,700,success,upi,Singapore,Enterprise
T00634,C091,2024-02-06,99,success,card,Germany,Basic
T00635,C005,2024-04-21,150,success,upi,US,Basic
T00636,C020,2024-03-04,120,success,bank,Germany,Basic
T00637,C048,2024-03-11,350,success,upi,US,Pro
T00638,C044,2024-03-09,250,success,card,Singapore,Pro
T00639,C013,2024-06-01,150,success,upi,Singapore,Basic
T00640,C008,2024-03-10,150,success,upi,US,Basic
T00641,C048,2024-01-29,120,success,card,India,Basic
T00642,C088,2024-05-07,99,success,upi,India,Basic
T00643,C095,2024-06-29,1200,success,card,UK,Enterprise
T00644,C076,2024-02-07,99,success,bank,Germany,Basic
T00645,C027,2024-02-05,900,success,upi,Singapore,Enterprise
T00646,C025,2024-05-09,300,failed,card,Singapore,Pro
T00647,C051,2024-05-17,900,success,card,US,Enterprise
T00648,C097,2024-01-02,900,success,upi,UK,Enterprise
T00649,C076,2024-04-01,99,success,bank,US,Basic
T00650,C076,2024-03-09,1200,failed,upi,UK,Enterprise
T00651,C002,2024-03-31,120,success,card,Germany,Basic
T00652,C088,2024-06-18,120,success,upi,Singapore,Basic
T00653,C096,2024-04-29,99,failed,bank,India,Basic
T00654,C046,2024-03-27,120,success,upi,Singapore,Basic
T00655,C030,2024-05-07,300,success,bank,India,Pro
T00656,C079,2024-02-17,99,success,card,Germany,Basic
T00657,C004,2024-04-25,900,success,upi,Singapore,Enterprise
T00658,C088,2024-04-19,300,success,bank,Singapore,Pro
T00659,C058,2024-05-07,99,success,upi,Germany,Basic
T00660,C088,2024-05-17,350,success,upi,India,Pro
T00661,C098,2024-06-19,150,success,upi,Singapore,Basic
T00662,C086,2024-04-12,99,success,upi,UK,Basic
T00663,C039,2024-05-19,350,failed,bank,US,Pro
T00664,C037,2024-04-20,350,success,upi,Singapore,Pro
T00665,C015,2024-06-24,300,success,card,Germany,Pro
T00666,C033,2024-04-01,99,success,bank,Germany,Basic
T00667,C068,2024-03-09,900,success,card,Singapore,Enterprise
T00668,C079,2024-03-31,350,failed,upi,Singapore,Pro
T00669,C059,2024-05-23,700,success,upi,India,Enterprise
T00670,C026,2024-06-24,700,success,upi,Germany,Enterprise
T00671,C067,2024-03-22,99,success,card,UK,Basic
T00672,C025,2024-05-08,350,success,card,UK,Pro
T00673,C041,2024-03-29,120,success,card,UK,Basic
T00674,C074,2024-02-05,120,success,card,UK,Basic
T00675,C030,2024-03-12,350,success,card,India,Pro
T00676,C039,2024-03-07,1200,success,card,US,Enterprise
T00677,C091,2024-06-13,1200,success,card,India,Enterprise
T00678,C034,2024-03-01,150,success,bank,Singapore,Basic
T00679,C073,2024-03-25,900,success,bank,Singapore,Enterprise
T00680,C065,2024-02-10,1200,success,bank,Singapore,Enterprise
T00681,C078,2024-03-27,150,success,card,US,Basic
T00682,C064,2024-01-31,250,success,bank,US,Pro
T00683,C052,2024-06-10,120,success,upi,UK,Basic
T00684,C021,2024-06-06,150,success,card,Singapore,Basic
T00685,C005,2024-06-07,250,success,bank,Germany,Pro
T00686,C055,2024-03-04,350,success,upi,UK,Pro
T00687,C068,2024-04-15,120,success,bank,India,Basic
T00688,C052,2024-06-04,250,failed,bank,Singapore,Pro
T00689,C019,2024-05-10,300,failed,bank,India,Pro
T00690,C007,2024-01-13,99,success,upi,Singapore,Basic
T00691,C028,2024-06-24,1200,failed,bank,Singapore,Enterprise
T00692,C098,2024-03-21,120,success,card,Germany,Basic
T00693,C050,2024-01-17,1200,success,card,India,Enterprise
T00694,C011,2024-03-22,700,success,bank,Singapore,Enterprise
T00695,C014,2024-01-27,120,success,card,India,Basic
T00696,C064,2024-05-24,120,success,bank,Singapore,Basic
T00697,C049,2024-03-06,150,success,upi,Singapore,Basic
T00698,C052,2024-05-08,700,success,upi,Singapore,Enterprise
T00699,C020,2024-03-28,300,success,bank,India,Pro
T00700,C054,2024-01-14,700,success,bank,UK,Enterprise
T00701,C001,2024-06-05,250,success,card,US,Pro
T00702,C075,2024-05-16,700,success,upi,Germany,Enterprise
T00703,C088,2024-06-25,300,success,card,India,Pro
T00704,C082,2024-03-27,150,success,bank,UK,Basic
T00705,C087,2024-05-01,99,success,bank,Singapore,Basic
T00706,C004,2024-04-01,350,success,upi,Germany,Pro
T00707,C068,2024-02-23,99,success,card,US,Basic
T00708,C067,2024-06-08,300,success,card,UK,Pro
T00709,C015,2024-04-28,99,success,upi,Singapore,Basic
T00710,C047,2024-05-03,150,success,upi,India,Basic
T00711,C025,2024-03-19,1200,success,card,Singapore,Enterprise
T00712,C078,2024-01-27,120,success,upi,UK,Basic
T00713,C024,2024-06-05,700,failed,card,India,Enterprise
T00714,C026,2024-01-07,350,success,card,US,Pro
T00715,C089,2024-06-27,1200,success,bank,US,Enterprise
T00716,C096,2024-01-15,350,success,card,Singapore,Pro
T00717,C041,2024-05-05,900,success,card,US,Enterprise
T00718,C033,2024-03-20,99,success,bank,India,Basic
T00719,C036,2024-02-24,300,success,card,UK,Pro
T00720,C089,2024-02-22,250,failed,bank,US,Pro
T00721,C033,2024-06-10,700,success,card,US,Enterprise
T00722,C006,2024-02-08,99,success,bank,UK,Basic
T00723,C096,2024-02-04,120,failed,bank,Germany,Basic
T00724,C095,2024-06-13,1200,failed,bank,Germany,Enterprise
T00725,C009,2024-05-31,150,failed,bank,Singapore,Basic
T00726,C044,2024-03-15,700,success,upi,US,Enterprise
T00727,C056,2024-03-26,300,success,card,UK,Pro
T00728,C083,2024-03-16,250,success,card,Germany,Pro
T00729,C038,2024-01-17,250,success,upi,UK,Pro
T00730,C068,2024-03-14,150,success,card,Germany,Basic
T00731,C072,2024-06-21,900,success,card,US,Enterprise
T00732,C003,2024-01-29,99,success,card,Singapore,Basic
T00733,C047,2024-01-30,300,failed,bank,India,Pro
T00734,C033,2024-06-14,99,success,card,US,Basic
T00735,C068,2024-03-20,120,failed,bank,Germany,Basic
T00736,C025,2024-05-30,300,success,upi,UK,Pro
T00737,C072,2024-01-08,150,success,upi,Germany,Basic
T00738,C088,2024-01-19,350,success,card,Germany,Pro
T00739,C083,2024-03-24,700,failed,card,US,Enterprise
T00740,C079,2024-03-11,250,success,upi,Singapore,Pro
T00741,C060,2024-04-10,120,success,upi,UK,Basic
T00742,C099,2024-05-22,300,failed,bank,Germany,Pro
T00743,C093,2024-04-19,300,success,card,UK,Pro
T00744,C024,2024-02-11,99,success,bank,Germany,Basic
T00745,C003,2024-05-08,350,success,card,UK,Pro
T00746,C013,2024-06-18,150,success,card,Germany,Basic
T00747,C067,2024-02-15,350,success,bank,Singapore,Pro
T00748,C071,2024-01-27,350,success,card,US,Pro
T00749,C026,2024-05-06,300,success,upi,Germany,Pro
T00750,C063,2024-01-12,900,success,card,India,Enterprise
T00751,C093,2024-02-06,99,success,bank,India,Basic
T00752,C030,2024-06-17,350,success,card,India,Pro
T00753,C024,2024-01-31,250,success,card,Germany,Pro
T00754,C095,2024-02-10,900,failed,bank,Singapore,Enterprise
T00755,C024,2024-02-08,99,success,upi,UK,Basic
T00756,C066,2024-01-07,300,success,upi,US,Pro
T00757,C004,2024-06-05,150,success,bank,UK,Basic
T00758,C099,2024-01-13,120,failed,bank,UK,Basic
T00759,C099,2024-02-25,150,success,upi,India,Basic
T00760,C063,2024-04-16,250,success,card,US,Pro
T00761,C060,2024-05-24,350,success,card,UK,Pro
T00762,C060,2024-03-10,150,success,card,Germany,Basic
T00763,C052,2024-05-28,700,success,card,US,Enterprise
T00764,C012,2024-02-05,250,success,upi,Germany,Pro
T00765,C057,2024-02-28,150,failed,bank,Germany,Basic
T00766,C006,2024-03-11,150,success,upi,Singapore,Basic
T00767,C027,2024-02-25,300,success,bank,Germany,Pro
T00768,C066,2024-05-21,350,success,bank,US,Pro
T00769,C100,2024-04-27,350,success,upi,Singapore,Pro
T00770,C006,2024-01-03,350,success,bank,Germany,Pro
T00771,C042,2024-04-09,99,success,upi,US,Basic
T00772,C097,2024-06-18,350,success,card,India,Pro
T00773,C050,2024-06-24,700,success,card,Germany,Enterprise
T00774,C017,2024-06-24,300,success,bank,US,Pro
T00775,C090,2024-03-31,300,success,upi,Germany,Pro
T00776,C084,2024-06-02,700,success,card,Germany,Enterprise
T00777,C068,2024-04-18,700,success,upi,Germany,Enterprise
T00778,C048,2024-01-20,900,success,upi,India,Enterprise
T00779,C027,2024-02-09,1200,success,bank,UK,Enterprise
T00780,C026,2024-06-05,1200,success,upi,India,Enterprise
T00781,C050,2024-02-21,900,success,upi,Germany,Enterprise
T00782,C027,2024-03-01,99,success,upi,US,Basic
T00783,C022,2024-02-17,150,failed,card,Germany,Basic
T00784,C075,2024-04-17,1200,success,card,Germany,Enterprise
T00785,C076,2024-01-07,900,success,card,India,Enterprise
T00786,C068,2024-05-01,300,success,card,UK,Pro
T00787,C039,2024-02-09,120,failed,upi,India,Basic
T00788,C062,2024-06-08,300,success,bank,US,Pro
T00789,C036,2024-06-06,900,success,bank,India,Enterprise
T00790,C011,2024-06-15,900,success,card,Germany,Enterprise
T00791,C088,2024-03-15,700,success,card,India,Enterprise
T00792,C077,2024-03-30,700,success,bank,Singapore,Enterprise
T00793,C049,2024-05-19,1200,success,card,US,Enterprise
T00794,C043,2024-02-18,99,failed,upi,Germany,Basic
T00795,C023,2024-06-08,250,success,bank,Singapore,Pro
T00796,C057,2024-02-21,700,success,upi,US,Enterprise
T00797,C007,2024-03-14,900,success,card,Germany,Enterprise
T00798,C076,2024-02-21,150,success,bank,UK,Basic
T00799,C079,2024-02-27,700,success,upi,UK,Enterprise
T00800,C061,2024-02-29,300,success,upi,Germany,Pro
T00801,C079,2024-03-05,900,success,card,India,Enterprise
T00802,C031,2024-06-24,150,success,bank,Germany,Basic
T00803,C007,2024-02-16,1200,success,card,UK,Enterprise
T00804,C066,2024-04-21,99,success,card,UK,Basic
T00805,C054,2024-05-23,120,success,bank,US,Basic
T00806,C057,2024-02-26,700,success,card,Germany,Enterprise
T00807,C089,2024-03-05,700,success,card,India,Enterprise
T00808,C002,2024-01-14,900,success,card,Germany,Enterprise
T00809,C070,2024-03-11,120,success,bank,UK,Basic
T00810,C046,2024-01-30,1200,success,bank,India,Enterprise
T00811,C040,2024-03-15,250,success,card,UK,Pro
T00812,C018,2024-02-28,900,success,upi,India,Enterprise
T00813,C028,2024-06-22,300,success,upi,India,Pro
T00814,C071,2024-01-05,250,success,card,Singapore,Pro
T00815,C003,2024-06-05,99,success,upi,UK,Basic
T00816,C052,2024-02-15,99,success,upi,Singapore,Basic
T00817,C024,2024-01-21,350,success,card,India,Pro
T00818,C012,2024-01-23,350,success,card,Singapore,Pro
T00819,C095,2024-05-12,700,success,bank,Singapore,Enterprise
T00820,C039,2024-04-23,150,failed,card,India,Basic
T00821,C020,2024-04-26,300,success,card,India,Pro
T00822,C085,2024-02-09,99,success,bank,India,Basic
T00823,C042,2024-04-28,120,success,bank,Singapore,Basic
T00824,C076,2024-05-31,99,success,card,UK,Basic
T00825,C025,2024-04-03,250,success,bank,Singapore,Pro
T00826,C072,2024-03-30,99,success,upi,India,Basic
T00827,C054,2024-02-15,350,success,upi,UK,Pro
T00828,C009,2024-06-10,150,success,card,Germany,Basic
T00829,C034,2024-06-26,300,success,bank,US,Pro
T00830,C045,2024-04-07,350,failed,card,UK,Pro
T00831,C070,2024-04-14,150,success,card,UK,Basic
T00832,C051,2024-06-27,300,success,card,Germany,Pro
T00833,C097,2024-02-29,300,success,card,US,Pro
T00834,C088,2024-03-25,250,success,upi,US,Pro
T00835,C096,2024-03-07,1200,success,bank,Germany,Enterprise
T00836,C099,2024-02-03,250,success,upi,Singapore,Pro
T00837,C061,2024-05-27,150,success,upi,Germany,Basic
T00838,C045,2024-06-19,250,success,upi,Germany,Pro
T00839,C093,2024-01-23,900,success,card,Singapore,Enterprise
T00840,C020,2024-06-08,250,success,bank,UK,Pro
T00841,C018,2024-05-12,300,success,card,Singapore,Pro
T00842,C058,2024-04-20,350,success,upi,UK,Pro
T00843,C064,2024-01-02,300,success,card,Germany,Pro
T00844,C071,2024-03-03,99,success,bank,UK,Basic
T00845,C044,2024-02-17,150,success,bank,US,Basic
T00846,C032,2024-03-31,150,success,card,India,Basic
T00847,C012,2024-06-28,120,success,bank,Singapore,Basic
T00848,C004,2024-03-03,250,success,card,Singapore,Pro
T00849,C041,2024-05-29,250,failed,upi,Germany,Pro
T00850,C004,2024-03-30,1200,success,upi,Singapore,Enterprise
T00851,C074,2024-03-26,1200,success,bank,Germany,Enterprise
T00852,C078,2024-03-28,250,success,upi,India,Pro
T00853,C098,2024-01-20,120,success,card,Germany,Basic
T00854,C043,2024-04-11,350,success,upi,India,Pro
T00855,C020,2024-04-27,350,success,card,UK,Pro
T00856,C094,2024-03-06,350,success,card,Germany,Pro
T00857,C073,2024-04-09,900,success,bank,India,Enterprise
T00858,C032,2024-03-17,300,success,card,India,Pro
T00859,C072,2024-06-10,150,success,upi,US,Basic
T00860,C035,2024-06-13,700,success,bank,UK,Enterprise
T00861,C032,2024-05-19,900,success,bank,Germany,Enterprise
T00862,C060,2024-03-28,150,success,upi,US,Basic
T00863,C076,2024-02-11,350,success,bank,US,Pro
T00864,C027,2024-01-12,300,success,card,India,Pro
T00865,C014,2024-03-10,700,success,bank,Germany,Enterprise
T00866,C018,2024-04-30,350,success,bank,US,Pro
T00867,C055,2024-06-28,1200,success,card,Germany,Enterprise
T00868,C051,2024-03-05,120,success,bank,Germany,Basic
T00869,C089,2024-06-29,120,success,bank,UK,Basic
T00870,C100,2024-03-16,120,failed,card,UK,Basic
T00871,C070,2024-03-19,99,success,card,Germany,Basic
T00872,C009,2024-01-30,700,success,bank,Germany,Enterprise
T00873,C003,2024-05-26,1200,success,upi,UK,Enterprise
T00874,C043,2024-04-02,120,success,upi,India,Basic
T00875,C072,2024-06-14,350,success,upi,Germany,Pro
T00876,C081,2024-06-25,700,success,upi,US,Enterprise
T00877,C054,2024-05-30,1200,success,upi,US,Enterprise
T00878,C080,2024-06-05,250,success,upi,UK,Pro
T00879,C017,2024-05-20,700,success,upi,UK,Enterprise
T00880,C021,2024-03-19,700,success,card,US,Enterprise
T00881,C015,2024-03-21,300,success,bank,India,Pro
T00882,C049,2024-04-16,900,success,bank,Germany,Enterprise
T00883,C059,2024-02-18,120,success,bank,India,Basic
T00884,C045,2024-05-11,150,success,bank,UK,Basic
T00885,C094,2024-06-23,1200,success,upi,UK,Enterprise
T00886,C064,2024-04-16,300,success,card,Singapore,Pro
T00887,C079,2024-04-05,250,success,card,UK,Pro
T00888,C097,2024-05-26,150,success,card,India,Basic
T00889,C072,2024-04-20,300,failed,upi,Germany,Pro
T00890,C045,2024-02-24,300,success,upi,India,Pro
T00891,C042,2024-01-01,250,success,card,Germany,Pro
T00892,C060,2024-01-22,99,success,card,UK,Basic
T00893,C005,2024-06-19,900,success,upi,US,Enterprise
T00894,C073,2024-03-17,300,success,upi,US,Pro
T00895,C005,2024-05-05,350,success,card,UK,Pro
T00896,C049,2024-03-09,1200,success,bank,India,Enterprise
T00897,C061,2024-01-24,99,success,card,India,Basic
T00898,C017,2024-02-06,150,success,upi,UK,Basic
T00899,C024,2024-05-15,1200,success,bank,Singapore,Enterprise
T00900,C010,2024-01-12,700,success,card,UK,Enterprise
T00901,C088,2024-02-17,350,success,bank,Singapore,Pro
T00902,C079,2024-04-08,350,success,bank,US,Pro
T00903,C053,2024-02-26,700,success,card,US,Enterprise
T00904,C070,2024-06-19,250,success,bank,Germany,Pro
T00905,C052,2024-02-14,300,success,upi,Singapore,Pro
T00906,C067,2024-01-21,250,success,card,India,Pro
T00907,C024,2024-04-02,120,success,upi,US,Basic
T00908,C005,2024-01-16,150,success,upi,US,Basic
T00909,C068,2024-05-02,120,success,bank,Singapore,Basic
T00910,C021,2024-01-21,120,success,upi,Germany,Basic
T00911,C011,2024-03-28,700,success,upi,Germany,Enterprise
T00912,C058,2024-01-03,120,success,upi,India,Basic
T00913,C025,2024-06-21,150,success,upi,India,Basic
T00914,C088,2024-05-04,120,success,card,India,Basic
T00915,C021,2024-03-05,700,success,bank,UK,Enterprise
T00916,C007,2024-03-07,300,success,bank,Germany,Pro
T00917,C020,2024-06-02,1200,success,upi,India,Enterprise
T00918,C093,2024-01-13,900,success,bank,India,Enterprise
T00919,C069,2024-05-20,700,success,card,US,Enterprise
T00920,C070,2024-05-08,150,failed,card,India,Basic
T00921,C081,2024-01-28,250,success,bank,India,Pro
T00922,C008,2024-05-18,1200,success,upi,Germany,Enterprise
T00923,C022,2024-03-08,250,success,upi,US,Pro
T00924,C001,2024-04-01,300,success,upi,Germany,Pro
T00925,C043,2024-03-04,120,success,card,UK,Basic
T00926,C076,2024-04-17,350,success,bank,India,Pro
T00927,C083,2024-05-20,120,success,bank,Singapore,Basic
T00928,C045,2024-02-25,300,failed,bank,UK,Pro
T00929,C077,2024-02-02,300,success,bank,US,Pro
T00930,C098,2024-01-30,700,success,card,Singapore,Enterprise
T00931,C062,2024-01-31,150,success,card,US,Basic
T00932,C064,2024-03-04,120,success,card,India,Basic
T00933,C046,2024-03-29,99,success,bank,India,Basic
T00934,C060,2024-01-06,350,failed,card,Germany,Pro
T00935,C044,2024-01-18,700,success,card,India,Enterprise
T00936,C096,2024-02-21,120,success,upi,Germany,Basic
T00937,C018,2024-04-11,900,success,upi,UK,Enterprise
T00938,C041,2024-01-12,1200,success,card,US,Enterprise
T00939,C048,2024-02-16,150,success,upi,Germany,Basic
T00940,C046,2024-02-28,900,success,upi,India,Enterprise
T00941,C012,2024-03-09,700,success,card,Germany,Enterprise
T00942,C016,2024-02-27,350,failed,bank,Singapore,Pro
T00943,C059,2024-05-23,250,success,upi,Singapore,Pro
T00944,C073,2024-04-21,1200,success,upi,Singapore,Enterprise
T00945,C088,2024-02-25,300,success,card,Singapore,Pro
T00946,C002,2024-04-20,700,success,card,India,Enterprise
T00947,C085,2024-04-24,1200,success,card,Germany,Enterprise
T00948,C016,2024-05-13,120,success,card,Singapore,Basic
T00949,C053,2024-01-02,700,success,bank,US,Enterprise
T00950,C058,2024-06-12,150,failed,upi,US,Basic
T00951,C051,2024-04-26,300,failed,bank,Germany,Pro
T00952,C050,2024-03-29,250,success,card,US,Pro
T00953,C012,2024-03-08,700,success,upi,US,Enterprise
T00954,C027,2024-05-27,99,success,card,India,Basic
T00955,C049,2024-06-14,300,failed,bank,India,Pro
T00956,C021,2024-04-27,350,success,bank,India,Pro
T00957,C054,2024-02-19,700,success,upi,US,Enterprise
T00958,C040,2024-06-15,700,failed,bank,US,Enterprise
T00959,C061,2024-01-14,250,success,bank,UK,Pro
T00960,C098,2024-04-23,250,success,bank,India,Pro
T00961,C055,2024-03-17,900,success,upi,Singapore,Enterprise
T00962,C072,2024-06-25,150,failed,upi,UK,Basic
T00963,C096,2024-06-25,250,success,card,India,Pro
T00964,C084,2024-05-23,1200,success,bank,India,Enterprise
T00965,C067,2024-04-19,99,success,upi,Singapore,Basic
T00966,C002,2024-04-19,99,success,card,UK,Basic
T00967,C064,2024-05-03,150,success,bank,India,Basic
T00968,C061,2024-02-23,350,success,bank,UK,Pro
T00969,C082,2024-01-20,900,failed,bank,Germany,Enterprise
T00970,C097,2024-04-10,150,success,bank,Singapore,Basic
